trade_id,traded_at,ticker,name,side,quantity,price,amount,fee,tax,source,source_row,note
synth:disposition_prone:035420:46,2026-04-08,035420,NAVER,BUY,2,201500.0,403060.0,60,0.0,synth:disposition_prone,46,현금매수
synth:disposition_prone:005930:49,2026-04-14,005930,삼성전자,BUY,5,206500.0,1032655.0,155,0.0,synth:disposition_prone,49,현금매수
synth:disposition_prone:035420:47,2026-04-16,035420,NAVER,SELL,6,218500.0,1308443.0,197,2360.0,synth:disposition_prone,47,현금매도
synth:disposition_prone:005930:50,2026-04-20,005930,삼성전자,SELL,5,214500.0,1070409.0,161,1930.0,synth:disposition_prone,50,현금매도
synth:disposition_prone:000660:64,2026-04-21,000660,SK하이닉스,BUY,1,1224000.0,1224184.0,184,0.0,synth:disposition_prone,64,현금매수
synth:disposition_prone:051910:75,2026-04-21,051910,LG화학,BUY,3,389500.0,1168675.0,175,0.0,synth:disposition_prone,75,현금매수
synth:disposition_prone:000660:65,2026-04-23,000660,SK하이닉스,SELL,1,1225000.0,1222611.0,184,2205.0,synth:disposition_prone,65,현금매도
synth:disposition_prone:051910:76,2026-04-24,051910,LG화학,SELL,3,391500.0,1172210.0,176,2114.0,synth:disposition_prone,76,현금매도
synth:disposition_prone:005930:31,2026-04-27,005930,삼성전자,BUY,4,224500.0,898135.0,135,0.0,synth:disposition_prone,31,현금매수
synth:disposition_prone:005930:32,2026-04-29,005930,삼성전자,SELL,4,226000.0,902237.0,136,1627.0,synth:disposition_prone,32,현금매도
synth:disposition_prone:006400:10,2026-05-13,006400,삼성SDI,BUY,2,634000.0,1268190.0,190,0.0,synth:disposition_prone,10,현금매수
synth:disposition_prone:006400:11,2026-05-14,006400,삼성SDI,SELL,2,636000.0,1269519.0,191,2290.0,synth:disposition_prone,11,현금매도
synth:disposition_prone:105560:4,2026-05-20,105560,KB금융,BUY,7,151700.0,1062059.0,159,0.0,synth:disposition_prone,4,현금매수
synth:disposition_prone:105560:5,2026-05-21,105560,KB금융,SELL,7,155800.0,1088473.0,164,1963.0,synth:disposition_prone,5,현금매도
synth:disposition_prone:005930:1,2026-06-04,005930,삼성전자,BUY,3,351500.0,1054658.0,158,0.0,synth:disposition_prone,1,현금매수
synth:disposition_prone:005930:2,2026-06-12,005930,삼성전자,BUY,2,322500.0,645097.0,97,0.0,synth:disposition_prone,2,현금매수
synth:disposition_prone:005930:3,2026-06-16,005930,삼성전자,SELL,5,343000.0,1711656.0,257,3087.0,synth:disposition_prone,3,현금매도
synth:disposition_prone:105560:53,2026-06-29,105560,KB금융,BUY,7,153700.0,1076061.0,161,0.0,synth:disposition_prone,53,현금매수
synth:disposition_prone:105560:54,2026-06-30,105560,KB금융,SELL,7,159000.0,1110830.0,167,2003.0,synth:disposition_prone,54,현금매도
synth:disposition_prone:035720:6,2026-07-13,035720,카카오,BUY,29,34750.0,1007901.0,151,0.0,synth:disposition_prone,6,현금매수
synth:disposition_prone:035720:7,2026-07-15,035720,카카오,SELL,29,34900.0,1010126.0,152,1822.0,synth:disposition_prone,7,현금매도
synth:disposition_prone:105560:39,2026-07-20,105560,KB금융,BUY,6,168800.0,1012952.0,152,0.0,synth:disposition_prone,39,현금매수
synth:disposition_prone:035720:62,2026-07-21,035720,카카오,BUY,28,35300.0,988548.0,148,0.0,synth:disposition_prone,62,현금매수
synth:disposition_prone:105560:40,2026-07-21,105560,KB금융,SELL,6,174000.0,1041964.0,157,1879.0,synth:disposition_prone,40,현금매도
synth:disposition_prone:000660:70,2026-07-23,000660,SK하이닉스,BUY,1,1919000.0,1919288.0,288,0.0,synth:disposition_prone,70,현금매수
synth:disposition_prone:035720:63,2026-07-23,035720,카카오,SELL,28,37150.0,1038172.0,156,1872.0,synth:disposition_prone,63,현금매도
synth:disposition_prone:005930:73,2026-07-28,005930,삼성전자,BUY,5,220000.0,1100165.0,165,0.0,synth:disposition_prone,73,현금매수
synth:disposition_prone:005930:74,2026-07-31,005930,삼성전자,SELL,5,262500.0,1309941.0,197,2362.0,synth:disposition_prone,74,현금매도
