trade_id,traded_at,ticker,name,side,quantity,price,amount,fee,tax,source,source_row,note
synth:chasing_prone:005490:28,2026-07-30,005490,POSCO홀딩스,SELL,3,300500.0,899742.0,135,1623.0,synth:chasing_prone,28,현금매도
synth:chasing_prone:051910:78,2026-07-30,051910,LG화학,BUY,2,245500.0,491074.0,74,0.0,synth:chasing_prone,78,현금매수
synth:chasing_prone:000660:72,2026-07-31,000660,SK하이닉스,BUY,1,1718000.0,1718258.0,258,0.0,synth:chasing_prone,72,현금매수
synth:chasing_prone:005930:45,2026-07-31,005930,삼성전자,BUY,4,262500.0,1050158.0,158,0.0,synth:chasing_prone,45,현금매수
synth:chasing_prone:006400:31,2026-07-31,006400,삼성SDI,BUY,1,397000.0,397060.0,60,0.0,synth:chasing_prone,31,현금매수
synth:chasing_prone:051910:79,2026-07-31,051910,LG화학,BUY,2,258000.0,516077.0,77,0.0,synth:chasing_prone,79,현금매수
synth:chasing_prone:006400:32,2026-08-04,006400,삼성SDI,BUY,1,419500.0,419563.0,63,0.0,synth:chasing_prone,32,현금매수
synth:chasing_prone:000660:73,2026-08-05,000660,SK하이닉스,BUY,1,1668000.0,1668250.0,250,0.0,synth:chasing_prone,73,현금매수
synth:chasing_prone:005490:35,2026-08-07,005490,POSCO홀딩스,BUY,3,331000.0,993149.0,149,0.0,synth:chasing_prone,35,현금매수
synth:chasing_prone:006400:33,2026-08-07,006400,삼성SDI,BUY,1,459000.0,459069.0,69,0.0,synth:chasing_prone,33,현금매수
synth:chasing_prone:051910:80,2026-08-07,051910,LG화학,BUY,2,276000.0,552083.0,83,0.0,synth:chasing_prone,80,현금매수
synth:chasing_prone:105560:16,2026-08-10,105560,KB금융,BUY,6,171700.0,1030355.0,155,0.0,synth:chasing_prone,16,현금매수
synth:chasing_prone:005930:46,2026-08-11,005930,삼성전자,BUY,2,239500.0,479072.0,72,0.0,synth:chasing_prone,46,현금매수
synth:chasing_prone:000660:74,2026-08-12,000660,SK하이닉스,BUY,1,1504000.0,1504226.0,226,0.0,synth:chasing_prone,74,현금매수
synth:chasing_prone:005930:47,2026-08-12,005930,삼성전자,BUY,2,255500.0,511077.0,77,0.0,synth:chasing_prone,47,현금매수
synth:chasing_prone:006400:34,2026-08-12,006400,삼성SDI,BUY,1,485500.0,485573.0,73,0.0,synth:chasing_prone,34,현금매수
synth:chasing_prone:000660:75,2026-08-13,000660,SK하이닉스,BUY,1,1593000.0,1593239.0,239,0.0,synth:chasing_prone,75,현금매수
synth:chasing_prone:035420:60,2026-08-13,035420,NAVER,BUY,4,226500.0,906136.0,136,0.0,synth:chasing_prone,60,현금매수
synth:chasing_prone:035720:87,2026-08-18,035720,카카오,SELL,27,38250.0,1030736.0,155,1859.0,synth:chasing_prone,87,현금매도
synth:chasing_prone:035420:61,2026-08-19,035420,NAVER,BUY,2,208000.0,416062.0,62,0.0,synth:chasing_prone,61,현금매수
synth:chasing_prone:005930:48,2026-08-20,005930,삼성전자,SELL,8,271000.0,2163773.0,325,3902.0,synth:chasing_prone,48,현금매도
synth:chasing_prone:035420:62,2026-08-20,035420,NAVER,BUY,2,219500.0,439066.0,66,0.0,synth:chasing_prone,62,현금매수
