trade_id,traded_at,ticker,name,side,quantity,price,amount,fee,tax,source,source_row,note
synth:mixed_realistic:000660:67,2026-07-21,000660,SK하이닉스,BUY,1,1836000.0,1836275.0,275,0.0,synth:mixed_realistic,67,현금매수
synth:mixed_realistic:005490:57,2026-07-27,005490,POSCO홀딩스,BUY,3,316000.0,948142.0,142,0.0,synth:mixed_realistic,57,현금매수
synth:mixed_realistic:005490:58,2026-07-28,005490,POSCO홀딩스,BUY,2,299000.0,598090.0,90,0.0,synth:mixed_realistic,58,현금매수
synth:mixed_realistic:035420:31,2026-07-28,035420,NAVER,BUY,5,210000.0,1050158.0,158,0.0,synth:mixed_realistic,31,현금매수
synth:mixed_realistic:005490:59,2026-07-29,005490,POSCO홀딩스,BUY,2,288500.0,577087.0,87,0.0,synth:mixed_realistic,59,현금매수
synth:mixed_realistic:035420:32,2026-07-31,035420,NAVER,SELL,5,208000.0,1037972.0,156,1872.0,synth:mixed_realistic,32,현금매도
synth:mixed_realistic:105560:50,2026-08-03,105560,KB금융,BUY,6,169500.0,1017153.0,153,0.0,synth:mixed_realistic,50,현금매수
synth:mixed_realistic:005930:46,2026-08-05,005930,삼성전자,BUY,4,246000.0,984148.0,148,0.0,synth:mixed_realistic,46,현금매수
synth:mixed_realistic:005930:47,2026-08-06,005930,삼성전자,BUY,2,230500.0,461069.0,69,0.0,synth:mixed_realistic,47,현금매수
synth:mixed_realistic:105560:51,2026-08-06,105560,KB금융,SELL,6,171500.0,1026994.0,154,1852.0,synth:mixed_realistic,51,현금매도
synth:mixed_realistic:005490:60,2026-08-07,005490,POSCO홀딩스,SELL,7,331000.0,2312481.0,348,4171.0,synth:mixed_realistic,60,현금매도
synth:mixed_realistic:105560:54,2026-08-10,105560,KB금융,BUY,6,171700.0,1030355.0,155,0.0,synth:mixed_realistic,54,현금매수
synth:mixed_realistic:035720:61,2026-08-11,035720,카카오,BUY,25,40700.0,1017653.0,153,0.0,synth:mixed_realistic,61,현금매수
synth:mixed_realistic:051910:27,2026-08-11,051910,LG화학,BUY,4,274000.0,1096164.0,164,0.0,synth:mixed_realistic,27,현금매수
synth:mixed_realistic:005930:48,2026-08-12,005930,삼성전자,BUY,2,255500.0,511077.0,77,0.0,synth:mixed_realistic,48,현금매수
synth:mixed_realistic:006400:29,2026-08-12,006400,삼성SDI,BUY,2,485500.0,971146.0,146,0.0,synth:mixed_realistic,29,현금매수
synth:mixed_realistic:006400:30,2026-08-13,006400,삼성SDI,SELL,2,487000.0,972101.0,146,1753.0,synth:mixed_realistic,30,현금매도
synth:mixed_realistic:035420:35,2026-08-13,035420,NAVER,BUY,4,226500.0,906136.0,136,0.0,synth:mixed_realistic,35,현금매수
synth:mixed_realistic:005490:68,2026-08-14,005490,POSCO홀딩스,BUY,3,334000.0,1002150.0,150,0.0,synth:mixed_realistic,68,현금매수
synth:mixed_realistic:005930:49,2026-08-14,005930,삼성전자,SELL,8,274500.0,2191718.0,329,3953.0,synth:mixed_realistic,49,현금매도
synth:mixed_realistic:006400:55,2026-08-14,006400,삼성SDI,BUY,2,516000.0,1032155.0,155,0.0,synth:mixed_realistic,55,현금매수
synth:mixed_realistic:035420:36,2026-08-14,035420,NAVER,SELL,4,228000.0,910221.0,137,1642.0,synth:mixed_realistic,36,현금매도
synth:mixed_realistic:051910:28,2026-08-14,051910,LG화학,SELL,4,280500.0,1119812.0,168,2020.0,synth:mixed_realistic,28,현금매도
synth:mixed_realistic:006400:56,2026-08-18,006400,삼성SDI,BUY,1,488000.0,488073.0,73,0.0,synth:mixed_realistic,56,현금매수
